Date,TLT Adj Close,VTI Adj Close,VTV Adj Close,VBR Adj Close,AGG Adj Close
2020-01-30,135.3385009765625,157.5941925048828,108.51289367675781,125.79991912841797,106.10755157470703
2020-01-31,136.57412719726562,154.810791015625,106.5792465209961,123.4237289428711,106.42312622070312
2020-02-03,136.4635009765625,156.17408752441406,106.96231842041016,124.47672271728516,106.38873291015625
2020-02-04,134.6257781982422,158.63560485839844,108.23014831542969,125.79991912841797,106.03526306152344
2020-02-05,133.15367126464844,160.19773864746094,110.08171844482422,127.9525375366211,105.87712097167969
2020-02-06,133.75381469726562,160.6427001953125,110.14557647705078,127.4399642944336,105.94222259521484
2020-02-07,135.4227294921875,159.72434997558594,109.49797821044922,126.08879089355469,106.24922180175781
2020-02-10,135.7978057861328,160.8983154296875,109.86280822753906,126.53608703613281,106.3701400756836
2020-02-11,135.11326599121094,161.34326171875,110.30973815917969,127.56114196777344,106.23991394042969
2020-02-12,134.42884826660156,162.35626220703125,110.74755096435547,128.33457946777344,106.12826538085938
2020-02-13,134.9445343017578,162.2899932861328,110.45568084716797,128.4091339111328,106.20269012451172
2020-02-14,135.53526306152344,162.55511474609375,110.29149627685547,128.16683959960938,106.3143081665039
2020-02-18,136.4635009765625,162.17640686035156,109.72599029541016,127.63568115234375,106.45386505126953
2020-02-19,136.45413208007812,163.0000762939453,110.06348419189453,127.86868286132812,106.42597961425781
2020-02-20,137.52301025390625,162.5077362060547,109.95402526855469,128.39979553222656,106.66780853271484
2020-02-21,138.80760192871094,160.84152221679688,109.47972106933594,127.16975402832031,106.88175201416016
2020-02-24,140.87977600097656,155.5492401123047,106.13230895996094,123.57282257080078,107.22592163085938
2020-02-25,141.62991333007812,150.79660034179688,102.79400634765625,119.18379974365234,107.41197204589844
2020-02-26,140.87977600097656,149.9634552001953,101.90928649902344,117.21759033203125,107.30036926269531
2020-02-27,142.4081268310547,143.39309692382812,97.6041488647461,112.59561157226562,107.3189697265625
2020-02-28,145.62428283691406,142.42742919921875,96.22686767578125,110.86235809326172,108.1096420288086
2020-03-02,144.55282592773438,148.3256072998047,100.3404541015625,114.42203521728516,108.0714340209961
2020-03-03,146.79705810546875,144.5007781982422,97.54942321777344,111.72899627685547,108.80780792236328
2020-03-04,145.23829650878906,150.27589416503906,101.85455322265625,115.28864288330078,108.72392272949219
2020-03-05,148.853515625,145.26763916015625,98.48888397216797,110.573486328125,109.05946350097656
2020-03-06,156.6004180908203,142.5694122314453,96.83797454833984,108.46749877929688,109.86112213134766
2020-03-09,160.84478759765625,131.1233673095703,89.12158966064453,98.03076171875,109.7212905883789
2020-03-10,152.60018920898438,137.62747192382812,93.00714111328125,101.71627044677734,108.4815444946289
2020-03-11,146.98484802246094,130.6594696044922,88.30068969726562,94.9345703125,106.9342269897461
2020-03-12,147.89573669433594,117.95421600341797,79.43504333496094,84.18672943115234,102.6557388305664
2020-03-13,144.55282592773438,128.6902618408203,86.69538879394531,91.24906158447266,104.26830291748047
2020-03-16,153.91482543945312,114.044189453125,77.0909652709961,79.0700454711914,106.01141357421875
2020-03-17,143.6513214111328,119.76250457763672,82.27169799804688,81.6611328125,103.27094268798828
2020-03-18,135.5475616455078,112.86075592041016,77.5105209350586,73.1769790649414,99.33732604980469
2020-03-19,139.2379150390625,113.69388580322266,76.64401245117188,76.75959014892578,101.55580139160156
2020-03-20,149.70803833007812,109.05487823486328,73.01386260986328,73.24246215820312,102.56253051757812
2020-03-23,155.87738037109375,105.94957733154297,70.01304626464844,70.90393829345703,104.9953842163086
2020-03-24,152.97584533691406,116.00393676757812,76.86293029785156,77.90078735351562,105.86225128173828
2020-03-25,152.6283721923828,117.60391998291016,78.27667999267578,80.75377655029297,106.94353485107422
2020-03-26,153.37960815429688,124.74353790283203,83.28384399414062,85.56178283691406,107.2697982788086
2020-03-27,157.47369384765625,120.76651763916016,81.08441162109375,82.71813201904297,107.72651672363281
2020-03-30,156.17787170410156,124.42957305908203,83.5691146850586,84.16801452636719,107.82905578613281
2020-03-31,154.9101104736328,122.650390625,81.95864868164062,83.06424713134766,107.54011535644531
2020-04-01,157.08058166503906,116.98929595947266,78.43404388427734,77.81660461425781,107.17485046386719
2020-04-02,158.07737731933594,119.42500305175781,80.46782684326172,78.49944305419922,107.33364868164062
2020-04-03,158.45355224609375,117.3888931274414,79.24388885498047,75.91773986816406,107.40839385986328
2020-04-06,158.03976440429688,125.59983825683594,83.97403717041016,82.14752960205078,107.9315185546875
2020-04-07,156.38473510742188,125.74256134033203,84.28691864013672,83.30743408203125,108.08098602294922
2020-04-08,155.246826171875,130.1572723388672,87.70110321044922,87.5074234008789,108.1837158203125
2020-04-09,155.5290069580078,132.5929412841797,89.6060562133789,91.47354888916016,109.5289077758789
2020-04-13,154.1090545654297,131.0135498046875,87.91276550292969,88.52702331542969,109.0151138305664
2020-04-14,154.0713653564453,134.99058532714844,89.946533203125,89.7430419921875,109.07119750976562
2020-04-15,158.152587890625,131.82228088378906,87.44342041015625,85.58985137939453,109.51956939697266
2020-04-16,159.94869995117188,132.44073486328125,87.30540466308594,84.77603912353516,109.65968322753906
2020-04-17,157.8046112060547,136.1893768310547,90.36067199707031,88.79828643798828,109.5289077758789
2020-04-20,159.0741424560547,133.9820556640625,88.60295867919922,86.60008239746094,109.3701171875
2020-04-21,161.07717895507812,129.82421875,86.14586639404297,84.6357192993164,109.42613220214844
2020-04-22,159.43154907226562,132.75466918945312,87.4526138305664,85.15019989013672,109.42613220214844
2020-04-23,160.27786254882812,132.77371215820312,87.60906982421875,86.07624816894531,109.68770599365234
2020-04-24,160.65402221679688,134.75271606445312,88.68577575683594,87.37647247314453,109.63163757324219
2020-04-27,157.66360473632812,137.14085388183594,90.5171127319336,91.09004211425781,109.12721252441406
2020-04-28,159.47854614257812,136.71267700195312,90.93122863769531,92.95150756835938,109.55693054199219
2020-04-29,158.6510009765625,140.5850372314453,92.68892669677734,97.25437927246094,109.63163757324219
2020-04-30,156.79849243164062,138.75827026367188,90.70116424560547,93.95238494873047,109.3887939453125
2020-05-01,158.1412353515625,134.9239959716797,88.24405670166016,90.23881530761719,109.3944091796875
2020-05-04,157.39732360839844,135.437744140625,87.94956970214844,90.12657928466797,109.48800659179688
2020-05-05,156.38978576660156,136.69363403320312,88.44650268554688,90.36042022705078,109.40376281738281
2020-05-06,153.8663330078125,135.94203186035156,87.1397476196289,88.69538879394531,108.96382904052734
2020-05-07,156.43690490722656,137.72122192382812,87.79312133789062,90.27623748779297,109.3008041381836
2020-05-08,154.40306091308594,140.30911254882812,89.80850219726562,93.95238494873047,109.01063537597656
2020-05-11,153.19776916503906,140.32815551757812,89.23794555664062,92.34349060058594,108.68302154541016
2020-05-12,154.77027893066406,137.3406219482422,87.37901306152344,88.62055206298828,108.96382904052734
2020-05-13,155.8531036376953,134.58143615722656,85.50167846679688,85.08472442626953,109.14165496826172
2020-05-14,157.37850952148438,136.02764892578125,86.79924774169922,86.23526763916016,109.47865295410156
2020-05-15,156.97360229492188,136.8458709716797,86.78084564208984,86.76846313476562,109.54415893554688
2020-05-18,153.5273895263672,141.38426208496094,90.15821075439453,92.86732482910156,109.38504791259766
2020-05-19,154.1017608642578,139.88101196289062,88.63057708740234,91.20228576660156,109.5067138671875
