Date,TLT Adj Close,VTI Adj Close,VTV Adj Close,VBR Adj Close,AGG Adj Close
2020-01-30,137.0734405517578,158.8320770263672,109.90444946289062,127.24079132080078,107.44247436523438
2020-01-31,138.32484436035156,156.02676391601562,107.94599151611328,124.83734130859375,107.7620849609375
2020-02-03,138.2128143310547,157.40078735351562,108.33399200439453,125.90243530273438,107.72722625732422
2020-02-04,136.3514862060547,159.88162231445312,109.61807250976562,127.24079132080078,107.3692855834961
2020-02-05,134.8605194091797,161.4560089111328,111.49339294433594,129.41802978515625,107.20915222167969
2020-02-06,135.46832275390625,161.9044952392578,111.55805969238281,128.89964294433594,107.27510070800781
2020-02-07,137.15867614746094,160.97894287109375,110.90215301513672,127.53297424316406,107.58592987060547
2020-02-10,137.53857421875,162.16212463378906,111.27165985107422,127.98538970947266,107.7083740234375
2020-02-11,136.84530639648438,162.61061096191406,111.7243423461914,129.02215576171875,107.57649993896484
2020-02-12,136.15200805664062,163.63156127929688,112.16777038574219,129.804443359375,107.46347045898438
2020-02-13,136.67437744140625,163.56472778320312,111.87214660644531,129.8798828125,107.53881072998047
2020-02-14,137.27267456054688,163.83193969726562,111.70585632324219,129.63478088378906,107.65185546875
2020-02-18,138.2128143310547,163.4502410888672,111.13311767578125,129.09754943847656,107.79314422607422
2020-02-19,138.2032928466797,164.28038024902344,111.47491455078125,129.3332061767578,107.76490020751953
2020-02-20,139.28590393066406,163.78421020507812,111.36405944824219,129.8704071044922,108.0097885131836
2020-02-21,140.58688354492188,162.10487365722656,110.88368225097656,128.6262969970703,108.22643280029297
2020-02-24,142.68568420410156,156.77102661132812,107.49333190917969,124.98817443847656,108.57494354248047
2020-02-25,143.44541931152344,151.9810791015625,104.11222076416016,120.54888153076172,108.76332092285156
2020-02-26,142.68568420410156,151.1414031982422,103.21614837646484,118.56015014648438,108.65028381347656
2020-02-27,144.23361206054688,144.51942443847656,98.8558120727539,113.8852310180664,108.66911315917969
2020-02-28,147.49095153808594,143.54615783691406,97.46088409423828,112.13211059570312,109.46975708007812
2020-03-02,146.40577697753906,149.4906463623047,101.627197265625,115.7325668334961,109.4310302734375
2020-03-03,148.67881774902344,145.63577270507812,98.80036926269531,113.00868225097656,110.17668914794922
2020-03-04,147.10008239746094,151.45626831054688,103.16070556640625,116.60912322998047,110.09175109863281
2020-03-05,150.76161193847656,146.40869140625,99.75189208984375,111.8399429321289,110.43155670166016
2020-03-06,158.60789489746094,143.68930053710938,98.07981872558594,109.7098388671875,111.24324798583984
2020-03-09,162.90664672851562,132.15330505371094,90.26448822021484,99.15357208251953,111.10167694091797
2020-03-10,154.55633544921875,138.70846557617188,94.19986724853516,102.88130187988281,109.84636688232422
2020-03-11,148.8690643310547,131.6857452392578,89.43303680419922,96.02190399169922,108.27953338623047
2020-03-12,149.7915496826172,118.88070678710938,80.45370483398438,85.15096282958984,103.94721984863281
2020-03-13,146.40577697753906,129.7010498046875,87.80716705322266,92.29419708251953,105.58010864257812
2020-03-16,155.8878173828125,114.9399642944336,78.07954406738281,79.97567749023438,107.34513092041016
